Filename,Label,L_mean,A_mean,B_mean,ITA_Angle,Fitzpatrick,Used_ROIs
84216.jpg,Normal,110.99,147.94,155.05,-13.46,Type_V,R_Cheek+L_Cheek+Forehead
84219.jpg,Normal,101.68,152.86,159.34,-17.9,Type_V,R_Cheek+Forehead
84220.jpg,Normal,197.77,139.43,134.0,77.72,Type_I,R_Cheek+L_Cheek+Forehead
84227.jpg,Normal,73.2,143.49,143.47,-54.0,Type_VI,L_Cheek+Forehead
84228.jpg,Normal,100.84,138.33,138.96,-43.64,Type_VI,R_Cheek+L_Cheek+Forehead
84231.jpg,Normal,132.7,140.54,139.39,10.14,Type_IV,R_Cheek+L_Cheek+Forehead
84311.jpg,Normal,92.21,140.67,144.92,-39.27,Type_VI,R_Cheek+L_Cheek+Forehead
84313.jpg,Normal,91.24,142.52,145.25,-39.5,Type_VI,R_Cheek+Forehead
84324.jpg,Normal,180.86,128.0,128.0,90.0,Type_I,R_Cheek+L_Cheek+Forehead
84327.jpg,Normal,121.08,102.9,160.23,-4.46,Type_V,L_Cheek+Forehead
84328.jpg,Normal,154.45,139.79,134.85,57.04,Type_I,L_Cheek+Forehead
84419.jpg,Normal,111.87,139.81,145.75,-19.05,Type_V,R_Cheek+Forehead
84422.jpg,Normal,172.55,145.61,149.79,39.03,Type_III,R_Cheek+L_Cheek+Forehead
84427.jpg,Normal,174.09,144.03,147.01,43.86,Type_II,R_Cheek+L_Cheek+Forehead
84428.jpg,Normal,127.11,146.57,146.52,-0.47,Type_V,R_Cheek+L_Cheek+Forehead
84430.jpg,Normal,64.35,134.86,134.76,-74.74,Type_VI,R_Cheek+Forehead
84437.jpg,Normal,133.08,143.58,149.48,5.82,Type_V,R_Cheek+L_Cheek+Forehead
84582.jpg,Normal,106.59,142.77,143.48,-27.9,Type_V,R_Cheek+Forehead
84583.jpg,Normal,90.16,138.34,135.11,-64.11,Type_VI,R_Cheek+L_Cheek+Forehead
84585.jpg,Normal,60.74,140.61,139.08,-67.07,Type_VI,R_Cheek+Forehead
84591.jpg,Normal,40.26,134.24,130.15,-86.41,Type_VI,R_Cheek+L_Cheek+Forehead
84593.jpg,Normal,146.64,137.01,141.24,29.55,Type_III,R_Cheek+Forehead
84594.jpg,Normal,187.83,144.55,157.7,38.54,Type_III,R_Cheek+L_Cheek+Forehead
84595.jpg,Normal,89.34,135.62,134.52,-66.45,Type_VI,R_Cheek+L_Cheek+Forehead
84596.jpg,Normal,157.18,146.41,146.71,31.89,Type_III,R_Cheek+L_Cheek+Forehead
84606.jpg,Normal,104.46,140.26,152.63,-20.14,Type_V,R_Cheek+L_Cheek+Forehead
847.jpg,Normal,102.27,142.1,145.5,-29.48,Type_V,R_Cheek+L_Cheek+Forehead
8470.jpg,Normal,100.07,142.66,139.84,-42.25,Type_VI,L_Cheek+Forehead
84700.jpg,Normal,78.67,157.58,152.78,-37.69,Type_VI,R_Cheek+L_Cheek+Forehead
84704.jpg,Normal,87.23,171.09,138.39,-56.66,Type_VI,R_Cheek+L_Cheek+Forehead
84707.jpg,Normal,96.3,150.01,148.34,-31.03,Type_VI,R_Cheek+Forehead
84710.jpg,Normal,190.27,130.98,130.37,84.49,Type_I,L_Cheek+Forehead
84711.jpg,Normal,122.3,142.39,140.72,-9.11,Type_V,R_Cheek+L_Cheek+Forehead
84813.jpg,Normal,95.49,161.25,164.3,-19.07,Type_V,R_Cheek+L_Cheek+Forehead
84815.jpg,Normal,109.86,140.96,135.76,-41.7,Type_VI,L_Cheek+Forehead
84818.jpg,Normal,119.41,151.01,147.13,-9.42,Type_V,R_Cheek+L_Cheek+Forehead
84819.jpg,Normal,176.41,144.4,138.61,61.06,Type_I,R_Cheek+L_Cheek+Forehead
8482.jpg,Normal,119.46,145.1,147.87,-9.02,Type_V,R_Cheek+L_Cheek+Forehead
84820.jpg,Normal,84.86,131.74,145.42,-43.83,Type_VI,R_Cheek+L_Cheek+Forehead
84821.jpg,Normal,59.28,140.44,139.28,-67.14,Type_VI,R_Cheek+L_Cheek+Forehead
84826.jpg,Normal,171.61,153.62,156.91,30.9,Type_III,R_Cheek+L_Cheek+Forehead
84831.jpg,Normal,138.8,143.72,147.7,12.68,Type_IV,L_Cheek+Forehead
84833.jpg,Normal,103.22,158.01,160.93,-16.13,Type_V,R_Cheek+Forehead
84896.jpg,Normal,110.84,143.63,147.98,-18.1,Type_V,R_Cheek+L_Cheek+Forehead
84897.jpg,Normal,133.28,144.82,150.77,5.68,Type_V,R_Cheek+L_Cheek+Forehead
84901.jpg,Normal,122.73,135.18,132.34,-23.31,Type_V,L_Cheek+Forehead
84973.jpg,Normal,164.43,144.33,145.48,39.64,Type_III,R_Cheek+L_Cheek+Forehead
84987.jpg,Normal,130.75,142.69,138.08,7.2,Type_V,R_Cheek+L_Cheek+Forehead
84989.jpg,Normal,72.97,145.96,156.15,-37.22,Type_VI,R_Cheek+L_Cheek+Forehead
84990.jpg,Normal,146.76,139.46,140.26,31.63,Type_III,R_Cheek+Forehead
85062.jpg,Normal,89.16,139.7,149.5,-34.97,Type_VI,R_Cheek+L_Cheek+Forehead
85064.jpg,Normal,109.07,145.97,152.88,-16.2,Type_V,R_Cheek+L_Cheek+Forehead
85065.jpg,Normal,78.08,143.09,147.79,-44.4,Type_VI,R_Cheek+Forehead
8507.jpg,Normal,93.7,142.04,139.98,-47.89,Type_VI,R_Cheek+L_Cheek+Forehead
85070.jpg,Normal,128.05,138.41,129.51,8.14,Type_V,R_Cheek+L_Cheek+Forehead
85074.jpg,Normal,72.22,144.03,145.24,-51.5,Type_VI,R_Cheek+L_Cheek+Forehead
85075.jpg,Normal,97.73,159.47,122.12,63.28,Type_I,L_Cheek+Forehead
85076.jpg,Normal,104.79,140.52,151.17,-21.03,Type_V,R_Cheek+Forehead
85077.jpg,Normal,173.91,151.1,148.76,41.24,Type_II,R_Cheek+Forehead
85156.jpg,Normal,129.57,141.56,141.64,3.41,Type_V,R_Cheek+L_Cheek+Forehead
85163.jpg,Normal,113.34,144.23,138.61,-27.63,Type_V,R_Cheek+Forehead
85166.jpg,Normal,82.22,162.69,163.98,-26.27,Type_V,R_Cheek+Forehead
85178.jpg,Normal,156.63,146.57,128.97,85.15,Type_I,R_Cheek+L_Cheek+Forehead
85181.jpg,Normal,129.49,137.62,142.11,3.17,Type_V,R_Cheek+L_Cheek+Forehead
85184.jpg,Normal,79.42,136.93,138.39,-61.13,Type_VI,R_Cheek+L_Cheek+Forehead
85185.jpg,Normal,126.82,147.68,139.11,-1.37,Type_V,R_Cheek+L_Cheek+Forehead
85289.jpg,Normal,44.6,137.96,136.96,-74.59,Type_VI,L_Cheek+Forehead
8529.jpg,Normal,195.5,140.76,161.03,38.91,Type_III,L_Cheek+Forehead
85292.jpg,Normal,58.74,141.39,139.21,-67.43,Type_VI,R_Cheek+L_Cheek+Forehead
85295.jpg,Normal,116.21,137.7,146.6,-13.39,Type_V,R_Cheek+L_Cheek+Forehead
85297.jpg,Normal,122.12,138.35,139.8,-10.14,Type_V,R_Cheek+L_Cheek+Forehead
85298.jpg,Normal,86.77,130.75,144.83,-43.5,Type_VI,R_Cheek+L_Cheek+Forehead
8530.jpg,Normal,114.33,156.73,167.72,-7.41,Type_V,R_Cheek+L_Cheek+Forehead
85304.jpg,Normal,126.29,141.88,139.61,-2.34,Type_V,L_Cheek+Forehead
85307.jpg,Normal,141.37,157.82,171.21,7.18,Type_V,R_Cheek+Forehead
85309.jpg,Normal,97.44,144.87,137.81,-50.23,Type_VI,R_Cheek+L_Cheek+Forehead
85311.jpg,Normal,164.35,152.29,165.49,21.08,Type_IV,R_Cheek+L_Cheek+Forehead
85315.jpg,Normal,120.14,152.12,154.35,-6.25,Type_V,R_Cheek+L_Cheek+Forehead
85387.jpg,Normal,83.62,150.01,150.06,-37.96,Type_VI,R_Cheek+L_Cheek+Forehead
85390.jpg,Normal,81.07,137.44,136.29,-65.53,Type_VI,R_Cheek+L_Cheek+Forehead
85391.jpg,Normal,137.72,146.36,149.35,10.64,Type_IV,R_Cheek+L_Cheek+Forehead
85399.jpg,Normal,98.07,143.59,144.95,-34.24,Type_VI,R_Cheek+L_Cheek+Forehead
85400.jpg,Normal,79.32,140.75,125.55,82.62,Type_I,R_Cheek+L_Cheek+Forehead
85402.jpg,Normal,143.56,137.37,137.51,33.5,Type_III,R_Cheek+L_Cheek+Forehead
85403.jpg,Normal,175.84,137.84,139.11,59.63,Type_I,R_Cheek+L_Cheek+Forehead
85502.jpg,Normal,132.81,142.83,152.61,4.83,Type_V,R_Cheek+L_Cheek+Forehead
85503.jpg,Normal,87.14,134.71,135.21,-65.51,Type_VI,R_Cheek+L_Cheek+Forehead
85515.jpg,Normal,88.0,161.12,153.48,-31.3,Type_VI,R_Cheek+Forehead
85517.jpg,Normal,79.35,136.96,133.59,-73.5,Type_VI,R_Cheek+L_Cheek+Forehead
85518.jpg,Normal,86.59,164.94,135.1,-66.14,Type_VI,R_Cheek+L_Cheek+Forehead
85642.jpg,Normal,113.69,145.33,136.51,-32.49,Type_VI,R_Cheek+L_Cheek+Forehead
85644.jpg,Normal,47.84,142.96,147.18,-58.45,Type_VI,R_Cheek+L_Cheek+Forehead
85648.jpg,Normal,98.38,130.16,129.74,-81.36,Type_VI,L_Cheek+Forehead
85716.jpg,Normal,81.69,141.36,143.93,-48.44,Type_VI,R_Cheek+L_Cheek+Forehead
85743.jpg,Normal,35.34,154.85,131.2,-84.94,Type_VI,R_Cheek+L_Cheek+Forehead
85751.jpg,Normal,106.8,146.99,149.33,-20.84,Type_V,R_Cheek+L_Cheek+Forehead
85755.jpg,Normal,182.57,136.92,136.83,67.76,Type_I,R_Cheek+L_Cheek+Forehead
85756.jpg,Normal,162.38,128.0,128.0,90.0,Type_I,R_Cheek+L_Cheek+Forehead
85806.jpg,Normal,171.88,131.56,132.86,74.38,Type_I,L_Cheek+Forehead
85894.jpg,Normal,131.08,148.34,165.23,2.16,Type_V,R_Cheek+Forehead
85901.jpg,Normal,124.21,144.75,136.59,-8.55,Type_V,R_Cheek+L_Cheek+Forehead
85904.jpg,Normal,147.62,139.42,142.89,27.91,Type_IV,R_Cheek+L_Cheek+Forehead
85908.jpg,Normal,47.51,129.41,135.64,-76.31,Type_VI,L_Cheek+Forehead
85910.jpg,Normal,53.0,139.11,132.0,-82.2,Type_VI,R_Cheek+L_Cheek+Forehead
85911.jpg,Normal,141.38,143.2,137.29,30.39,Type_III,L_Cheek+Forehead
85923.jpg,Normal,121.93,140.62,140.85,-9.65,Type_V,R_Cheek+L_Cheek+Forehead
85973.jpg,Normal,104.31,135.6,135.43,-50.76,Type_VI,L_Cheek+Forehead
86002.jpg,Normal,146.09,148.35,132.83,56.45,Type_I,R_Cheek+L_Cheek+Forehead
86009.jpg,Normal,170.04,139.8,131.87,76.95,Type_I,R_Cheek+L_Cheek+Forehead
86014.jpg,Normal,92.79,143.07,145.0,-38.68,Type_VI,R_Cheek+L_Cheek+Forehead
86019.jpg,Normal,163.64,146.41,139.33,51.36,Type_II,R_Cheek+L_Cheek+Forehead
86020.jpg,Normal,106.88,140.58,134.13,-52.83,Type_VI,R_Cheek+L_Cheek+Forehead
86025.jpg,Normal,111.43,133.66,136.73,-35.81,Type_VI,R_Cheek+L_Cheek+Forehead
86026.jpg,Normal,83.3,144.94,154.25,-33.44,Type_VI,L_Cheek+Forehead
86028.jpg,Normal,191.75,139.5,146.21,54.14,Type_II,R_Cheek+Forehead
86091.jpg,Normal,162.65,128.0,128.0,90.0,Type_I,R_Cheek+L_Cheek+Forehead
8613.jpg,Normal,152.83,144.92,151.46,22.95,Type_IV,R_Cheek+L_Cheek+Forehead
86130.jpg,Normal,125.4,128.0,128.0,-89.93,Type_VI,R_Cheek+L_Cheek+Forehead
86131.jpg,Normal,188.57,143.03,143.4,57.26,Type_I,R_Cheek+L_Cheek+Forehead
86132.jpg,Normal,102.82,140.0,138.38,-42.99,Type_VI,R_Cheek+Forehead
86145.jpg,Normal,98.32,143.42,141.22,-40.88,Type_VI,R_Cheek+L_Cheek+Forehead
86149.jpg,Normal,63.54,138.08,134.06,-76.42,Type_VI,R_Cheek+L_Cheek+Forehead
86193.jpg,Normal,105.09,152.65,149.82,-21.93,Type_V,R_Cheek+L_Cheek+Forehead
86228.jpg,Normal,128.95,147.45,157.76,1.09,Type_V,R_Cheek+Forehead
86231.jpg,Normal,138.54,136.66,149.22,11.53,Type_IV,L_Cheek+Forehead
86236.jpg,Normal,51.98,135.61,139.38,-68.99,Type_VI,R_Cheek+L_Cheek+Forehead
86237.jpg,Normal,144.49,138.77,141.63,26.05,Type_IV,L_Cheek+Forehead
86238.jpg,Normal,114.14,142.55,155.46,-10.8,Type_V,R_Cheek+L_Cheek+Forehead
8633.jpg,Normal,90.5,147.88,143.81,-42.55,Type_VI,R_Cheek+L_Cheek+Forehead
86330.jpg,Normal,67.15,143.94,141.67,-59.98,Type_VI,R_Cheek+Forehead
86331.jpg,Normal,165.76,148.54,143.19,44.65,Type_II,R_Cheek+L_Cheek+Forehead
86332.jpg,Normal,120.96,141.8,152.25,-6.04,Type_V,R_Cheek+Forehead
86334.jpg,Normal,102.38,143.02,141.78,-35.56,Type_VI,R_Cheek+L_Cheek+Forehead
86417.jpg,Normal,55.35,134.38,142.28,-63.22,Type_VI,R_Cheek+L_Cheek+Forehead
86424.jpg,Normal,138.87,133.7,150.69,11.12,Type_IV,R_Cheek+Forehead
86425.jpg,Normal,148.64,158.42,163.53,13.14,Type_IV,R_Cheek+L_Cheek+Forehead
86505.jpg,Normal,93.11,154.3,156.18,-25.58,Type_V,R_Cheek+L_Cheek+Forehead
86507.jpg,Normal,82.25,137.23,136.88,-63.41,Type_VI,R_Cheek+L_Cheek+Forehead
86512.jpg,Normal,138.83,144.46,154.51,9.51,Type_V,R_Cheek+L_Cheek+Forehead
86513.jpg,Normal,107.84,141.42,137.0,-40.6,Type_VI,R_Cheek+L_Cheek+Forehead
86514.jpg,Normal,134.4,150.74,147.29,7.98,Type_V,L_Cheek+Forehead
86520.jpg,Normal,107.91,141.26,153.3,-16.89,Type_V,R_Cheek+Forehead
86655.jpg,Normal,166.42,136.03,141.18,49.19,Type_II,R_Cheek+L_Cheek+Forehead
86656.jpg,Normal,76.13,142.71,132.54,-77.29,Type_VI,R_Cheek+L_Cheek+Forehead
86663.jpg,Normal,123.73,140.9,145.38,-4.87,Type_V,R_Cheek+L_Cheek+Forehead
86665.jpg,Normal,181.62,128.58,128.53,88.56,Type_I,R_Cheek+L_Cheek+Forehead
86669.jpg,Normal,59.95,138.11,131.54,-82.39,Type_VI,R_Cheek+L_Cheek+Forehead
86670.jpg,Normal,133.69,147.0,141.18,10.43,Type_IV,R_Cheek+L_Cheek+Forehead
86671.jpg,Normal,110.89,140.87,142.38,-24.36,Type_V,L_Cheek+Forehead
86679.jpg,Normal,52.17,143.53,155.43,-47.12,Type_VI,R_Cheek+L_Cheek+Forehead
8779.jpg,Normal,108.31,144.71,138.41,-35.86,Type_VI,R_Cheek+Forehead
89.jpg,Normal,80.02,144.54,136.94,-64.37,Type_VI,R_Cheek+L_Cheek+Forehead
890.jpg,Normal,96.98,148.66,155.02,-23.89,Type_V,R_Cheek+L_Cheek+Forehead
8904.jpg,Normal,67.9,142.41,139.72,-63.37,Type_VI,R_Cheek+Forehead
8911.jpg,Normal,115.26,134.06,148.3,-13.3,Type_V,L_Cheek+Forehead
892.jpg,Normal,116.51,161.57,159.83,-7.71,Type_V,R_Cheek+L_Cheek+Forehead
8925.jpg,Normal,82.01,140.02,136.23,-65.23,Type_VI,R_Cheek+L_Cheek+Forehead
8970.jpg,Normal,166.89,143.48,145.68,41.15,Type_II,L_Cheek+Forehead
8975.jpg,Normal,170.52,144.06,143.48,47.47,Type_II,L_Cheek+Forehead
9060.jpg,Normal,110.48,144.31,153.27,-14.8,Type_V,R_Cheek+L_Cheek+Forehead
9065.jpg,Normal,176.07,130.83,154.17,36.05,Type_III,R_Cheek+Forehead
9190.jpg,Normal,159.07,148.09,142.44,40.61,Type_III,R_Cheek+L_Cheek+Forehead
9191.jpg,Normal,180.58,144.92,150.32,43.0,Type_II,R_Cheek+L_Cheek+Forehead
9198.jpg,Normal,95.52,144.94,144.63,-37.02,Type_VI,L_Cheek+Forehead
92.jpg,Normal,106.17,132.53,138.07,-39.71,Type_VI,R_Cheek+L_Cheek+Forehead
9208.jpg,Normal,163.79,142.24,143.71,42.17,Type_II,R_Cheek+L_Cheek+Forehead
9212.jpg,Normal,90.96,141.89,131.15,-77.61,Type_VI,L_Cheek+Forehead
9215.jpg,Normal,70.58,144.36,132.6,-78.35,Type_VI,R_Cheek+L_Cheek+Forehead
934.jpg,Normal,161.45,149.92,149.94,31.25,Type_III,R_Cheek+L_Cheek+Forehead
9342.jpg,Normal,111.47,145.56,155.29,-12.97,Type_V,R_Cheek+L_Cheek+Forehead
9346.jpg,Normal,113.01,146.21,144.98,-18.49,Type_V,R_Cheek+L_Cheek+Forehead
9347.jpg,Normal,177.53,142.42,133.25,75.01,Type_I,R_Cheek+L_Cheek+Forehead
9348.jpg,Normal,136.02,117.97,160.43,5.88,Type_V,R_Cheek+Forehead
9446.jpg,Normal,45.57,148.08,151.3,-54.05,Type_VI,R_Cheek+L_Cheek+Forehead
945.jpg,Normal,50.92,139.76,129.25,-87.61,Type_VI,R_Cheek+Forehead
9452.jpg,Normal,141.56,140.79,143.06,20.1,Type_IV,R_Cheek+L_Cheek+Forehead
9455.jpg,Normal,59.46,133.26,132.06,-81.35,Type_VI,R_Cheek+L_Cheek+Forehead
946.jpg,Normal,56.87,138.57,140.44,-65.81,Type_VI,R_Cheek+L_Cheek+Forehead
9631.jpg,Normal,86.29,149.21,150.92,-35.19,Type_VI,R_Cheek+L_Cheek+Forehead
9632.jpg,Normal,78.57,148.7,149.64,-41.56,Type_VI,L_Cheek+Forehead
9633.jpg,Normal,110.69,144.69,152.5,-15.06,Type_V,R_Cheek+L_Cheek+Forehead
9634.jpg,Normal,181.03,127.44,142.78,54.85,Type_II,L_Cheek+Forehead
9635.jpg,Normal,85.87,143.11,145.26,-43.41,Type_VI,R_Cheek+Forehead
9637.jpg,Normal,188.59,143.69,144.12,56.07,Type_I,R_Cheek+L_Cheek+Forehead
9638.jpg,Normal,104.22,143.14,141.45,-34.17,Type_VI,R_Cheek+L_Cheek+Forehead
9639.jpg,Normal,146.3,140.51,147.57,20.64,Type_IV,R_Cheek+L_Cheek+Forehead
965.jpg,Normal,107.06,137.76,136.19,-44.39,Type_VI,R_Cheek+L_Cheek+Forehead
9653.jpg,Normal,115.07,140.1,131.2,-56.71,Type_VI,R_Cheek+Forehead
9768.jpg,Normal,117.85,142.69,146.09,-11.81,Type_V,R_Cheek+L_Cheek+Forehead
9772.jpg,Normal,104.87,136.37,133.02,-60.53,Type_VI,R_Cheek+L_Cheek+Forehead
9773.jpg,Normal,141.14,139.91,141.55,21.54,Type_IV,R_Cheek+L_Cheek+Forehead
9777.jpg,Normal,80.99,150.71,154.19,-34.86,Type_VI,R_Cheek+L_Cheek+Forehead
978.jpg,Normal,71.18,137.85,137.35,-67.05,Type_VI,R_Cheek+Forehead
986.jpg,Normal,132.18,132.36,151.91,4.39,Type_V,R_Cheek+L_Cheek+Forehead
9860.jpg,Normal,96.07,156.4,154.85,-24.66,Type_V,R_Cheek+L_Cheek+Forehead
9861.jpg,Normal,132.81,142.8,152.12,4.94,Type_V,R_Cheek+L_Cheek+Forehead
9874.jpg,Normal,71.03,145.46,146.64,-49.91,Type_VI,R_Cheek+L_Cheek+Forehead
988.jpg,Normal,56.12,144.05,143.53,-60.98,Type_VI,R_Cheek+L_Cheek+Forehead
9884.jpg,Normal,108.11,139.34,131.62,-64.54,Type_VI,R_Cheek+Forehead
Face_normal.png,Normal,159.73,147.66,144.44,37.55,Type_III,R_Cheek+L_Cheek+Forehead
Normal.jpeg,Normal,104.09,152.71,167.07,-13.22,Type_V,R_Cheek+L_Cheek+Forehead
Normal.jpg,Normal,162.37,142.94,142.89,42.56,Type_II,R_Cheek+L_Cheek+Forehead
Normal2.png,Normal,155.92,137.26,132.75,66.9,Type_I,L_Cheek+Forehead
01F3MMWFKMEV4ZTBMDTVCRNY93_jpeg_jpg.rf.5674dd1a55c76eb70718ab76faadd155.jpg,Flushing,165.97,147.75,143.39,44.43,Type_II,R_Cheek+L_Cheek+Forehead
01F3MMX3DB7W0CEV30K2NZZR8Q_jpeg_jpg.rf.3e7b94c2b6fd4e446bf53e767bea6cf1.jpg,Flushing,148.72,134.8,148.58,22.01,Type_IV,R_Cheek+L_Cheek+Forehead
07PerioralDermNose.jpg,Flushing,99.57,138.58,134.32,-59.99,Type_VI,L_Cheek+Forehead
07PerioralSteroid1.jpg,Flushing,141.03,150.28,137.12,30.2,Type_III,R_Cheek+L_Cheek+Forehead
07PerlecheAccutane.jpg,Flushing,145.24,143.16,137.09,37.42,Type_III,R_Cheek+Forehead
07RosaceaFulFAce.jpg,Flushing,162.54,148.5,142.24,43.98,Type_II,R_Cheek+L_Cheek+Forehead
07RosaceaK02162.jpg,Flushing,118.0,148.26,136.98,-22.52,Type_V,R_Cheek+L_Cheek+Forehead
07RosaceaK02164.jpg,Flushing,115.32,147.81,136.57,-29.13,Type_V,R_Cheek+L_Cheek+Forehead
07RosaceaOK082806.jpg,Flushing,98.59,142.15,144.27,-34.87,Type_VI,R_Cheek+L_Cheek+Forehead
07RosaceaOK0828063.jpg,Flushing,97.6,142.71,143.85,-36.5,Type_VI,R_Cheek+L_Cheek+Forehead
07rosaceaTreated091806OK.jpg,Flushing,123.0,141.22,142.69,-6.85,Type_V,R_Cheek+L_Cheek+Forehead
100_jpg.rf.0a12f6288b072a21bea5f5f6a4936aaf.jpg,Flushing,171.82,146.76,143.88,47.58,Type_II,R_Cheek+L_Cheek+Forehead
101_jpg.rf.410b841ed82f2737fb5d2057056c063a.jpg,Flushing,172.56,143.98,143.93,47.97,Type_II,R_Cheek+Forehead
102_jpg.rf.b3958751e4465747582631651ca73a98.jpg,Flushing,143.15,147.92,142.03,23.62,Type_IV,R_Cheek+L_Cheek+Forehead
1030333538_1_jpg.rf.ffcb885e0e33afe7d65555b71ebddf15.jpg,Flushing,124.49,136.09,140.13,-5.57,Type_V,R_Cheek+L_Cheek+Forehead
103887554_1_jpg.rf.9d462c8b9c2cce77766c975e13cff794.jpg,Flushing,158.15,147.44,142.34,39.97,Type_III,R_Cheek+Forehead
104074861_1_jpg.rf.ed2280460637c8321f4f4c02ee18116d.jpg,Flushing,119.58,137.02,126.55,64.97,Type_I,R_Cheek+L_Cheek+Forehead
105_jpg.rf.0e6fc5279db9e4172779df063da23782.jpg,Flushing,143.34,139.94,134.06,45.69,Type_II,R_Cheek+Forehead
105_jpg.rf.8a54c3eadcbf4c942eee264630adf083.jpg,Flushing,138.93,147.01,156.96,8.8,Type_V,R_Cheek+L_Cheek+Forehead
107473045_1_jpg.rf.c5e934aaf91a8ac13d260814de0debe3.jpg,Flushing,128.48,150.76,151.75,0.92,Type_V,R_Cheek+L_Cheek+Forehead
109_jpg.rf.6092ff8a494a72e2d348d836a2b2edd4.jpg,Flushing,133.81,147.9,153.89,5.46,Type_V,R_Cheek+L_Cheek+Forehead
10_jpeg.rf.c244e5ed73df765be92368bae2e789ce.jpg,Flushing,135.19,135.73,135.14,22.88,Type_IV,R_Cheek+L_Cheek+Forehead
110_jpg.rf.5878786e0e5b04eacd9d757e5909c3af.jpg,Flushing,127.22,148.48,149.46,-0.29,Type_V,L_Cheek+Forehead
111_jpg.rf.10c3e3b25a4a7630cf1072d1a7244aaa.jpg,Flushing,141.53,148.05,150.85,13.54,Type_IV,R_Cheek+Forehead
1129801707_1_jpg.rf.350013671876f4c144d26316877d7621.jpg,Flushing,132.45,146.35,137.38,11.7,Type_IV,R_Cheek+L_Cheek+Forehead
113_jpg.rf.cd5c14593fcb81ab218c9817aecfb52c.jpg,Flushing,178.96,136.29,137.9,63.86,Type_I,L_Cheek+Forehead
115_jpg.rf.bd9ac049062c0e6773bcf90de2da5ecd.jpg,Flushing,171.94,130.88,121.3,-68.98,Type_VI,R_Cheek+L_Cheek+Forehead
116_jpg.rf.ad7ca4dacf727ca28bf333909db2e0d2.jpg,Flushing,168.79,140.02,133.08,72.57,Type_I,L_Cheek+Forehead
117_jpg.rf.2ff9f4686ae0f192b9c7c018ee782ec1.jpg,Flushing,181.35,131.17,124.52,-80.65,Type_VI,R_Cheek+Forehead
118_jpg.rf.7b8c72f23d47de52801fe838e2f4dd52.jpg,Flushing,159.81,136.87,139.59,47.55,Type_II,R_Cheek+L_Cheek+Forehead
11_jpeg.rf.d63b90634ff88f8124280b9be6d425b2.jpg,Flushing,143.93,138.82,139.06,30.22,Type_III,R_Cheek+Forehead
120801881_1_jpg.rf.74c29b3d092879a64c4221fba96d49b4.jpg,Flushing,111.08,145.16,155.2,-13.32,Type_V,R_Cheek+L_Cheek+Forehead
120_jpg.rf.993363380a8bc42892ab7044d8e3af4e.jpg,Flushing,190.94,134.33,133.05,78.53,Type_I,R_Cheek+L_Cheek+Forehead
121_jpg.rf.98805dbe1760d803971e13f2191c7b3c.jpg,Flushing,157.38,153.24,123.77,-70.17,Type_VI,R_Cheek+L_Cheek+Forehead
125_jpg.rf.53e7c3f2d2fb454ac5c93ac22b959c66.jpg,Flushing,153.69,139.83,143.46,33.59,Type_III,L_Cheek+Forehead
126_jpg.rf.2b4b6d7b8eac5174a95eeca6a264f913.jpg,Flushing,160.95,141.83,140.75,45.82,Type_II,R_Cheek+Forehead
127_jpg.rf.f3fdb68659962ced8adf8804dd5f8d87.jpg,Flushing,157.47,142.27,147.53,31.04,Type_III,R_Cheek+L_Cheek+Forehead
12_jpeg.rf.a3bbfcbe4de8797e51c64e25a69468cd.jpg,Flushing,162.93,140.03,142.56,43.67,Type_II,R_Cheek+L_Cheek+Forehead
131_jpg.rf.02e3c2990066f2f52b1afe912d41fcba.jpg,Flushing,148.73,142.33,135.14,49.39,Type_II,R_Cheek+L_Cheek+Forehead
132_jpg.rf.eec3bf4f89d1d6d0ee4c7960567124fc.jpg,Flushing,136.93,144.4,140.26,16.79,Type_IV,R_Cheek+Forehead
136_jpg.rf.5906e29d220923774398d55c33d85e0d.jpg,Flushing,130.27,139.42,141.17,4.72,Type_V,R_Cheek+L_Cheek+Forehead
13_jpeg.rf.f434951f9b90a47a2c68007248fb7fcb.jpg,Flushing,106.89,142.21,134.35,-51.85,Type_VI,R_Cheek+L_Cheek+Forehead
142661608_1_jpg.rf.3e054c1d050547a9ac23f55ff017dc30.jpg,Flushing,133.99,144.32,151.81,6.1,Type_V,R_Cheek+Forehead
143_jpg.rf.05e299d284370715fd1b213ea2795039.jpg,Flushing,130.51,141.48,145.46,3.87,Type_V,R_Cheek+Forehead
144_jpg.rf.1053a6986c1bc6103bfd19fb8dc8ce8c.jpg,Flushing,142.33,143.18,143.5,20.57,Type_IV,L_Cheek+Forehead
146_jpg.rf.f9a1a3b8cea8a1844181facfe1cc9821.jpg,Flushing,112.09,145.79,143.28,-21.58,Type_V,L_Cheek+Forehead
147_jpg.rf.5eec88618f8eed333a5f8db6e0291eae.jpg,Flushing,124.35,144.68,143.74,-4.49,Type_V,R_Cheek+L_Cheek+Forehead
148_jpg.rf.85af414f3670b542224f60052f9b7cc6.jpg,Flushing,144.53,142.12,143.3,23.57,Type_IV,R_Cheek+L_Cheek+Forehead
149_jpg.rf.032101663f687444958be36ce673a586.jpg,Flushing,133.81,140.85,140.93,10.83,Type_IV,R_Cheek+Forehead
14_jpeg.rf.77fe1ddf65b70321fc86a1d23b67ab64.jpg,Flushing,115.92,143.15,140.57,-19.87,Type_V,R_Cheek+L_Cheek+Forehead
