Filename,Label,L_mean,A_mean,B_mean,ITA_Angle,Fitzpatrick
75294.jpg,Normal,163.27,140.86,146.33,37.43,Type_III
75296.jpg,Normal,122.88,142.14,143.94,-6.48,Type_V
75299.jpg,Normal,87.34,142.53,137.98,-57.65,Type_VI
7530.jpg,Normal,33.27,133.83,134.09,-80.64,Type_VI
75392.jpg,Normal,91.68,148.75,157.07,-25.79,Type_V
75393.jpg,Normal,114.58,148.94,144.5,-17.07,Type_V
75395.jpg,Normal,81.72,151.9,146.42,-44.26,Type_VI
75396.jpg,Normal,121.66,143.63,141.76,-9.45,Type_V
7540.jpg,Normal,95.84,140.33,138.53,-49.7,Type_VI
75400.jpg,Normal,129.43,150.71,149.13,2.05,Type_V
75403.jpg,Normal,98.52,138.56,140.22,-42.93,Type_VI
75484.jpg,Normal,99.87,160.82,143.76,-34.51,Type_VI
75487.jpg,Normal,146.82,137.11,125.58,-72.29,Type_VI
75489.jpg,Normal,117.34,147.62,150.97,-9.84,Type_V
75498.jpg,Normal,139.7,150.49,157.08,9.34,Type_V
7550.jpg,Normal,76.69,153.43,141.82,-55.25,Type_VI
75507.jpg,Normal,96.75,137.63,126.26,81.78,Type_I
7551.jpg,Normal,71.66,141.98,147.37,-48.5,Type_VI
7555.jpg,Normal,70.34,151.95,149.54,-46.14,Type_VI
75557.jpg,Normal,143.34,142.26,139.76,27.84,Type_IV
7556.jpg,Normal,105.32,137.89,142.55,-30.86,Type_VI
75567.jpg,Normal,49.27,134.63,139.31,-69.77,Type_VI
75569.jpg,Normal,65.37,138.64,140.98,-61.96,Type_VI
7557.jpg,Normal,198.02,146.77,175.27,30.33,Type_III
75681.jpg,Normal,194.74,145.02,164.82,35.6,Type_III
75682.jpg,Normal,119.92,146.55,135.96,-20.49,Type_V
75690.jpg,Normal,144.39,141.95,146.92,19.29,Type_IV
75691.jpg,Normal,157.48,144.45,158.95,20.8,Type_IV
75695.jpg,Normal,140.6,138.21,147.21,14.98,Type_IV
75698.jpg,Normal,65.6,132.02,140.09,-63.53,Type_VI
75699.jpg,Normal,155.85,157.41,171.13,14.45,Type_IV
75790.jpg,Normal,171.23,144.11,147.28,41.65,Type_II
75792.jpg,Normal,166.38,144.78,148.57,36.55,Type_III
75793.jpg,Normal,126.03,141.72,139.86,-2.78,Type_V
75796.jpg,Normal,106.92,144.0,146.03,-24.12,Type_V
75797.jpg,Normal,116.9,143.42,145.59,-13.3,Type_V
75805.jpg,Normal,94.14,148.23,139.0,-49.94,Type_VI
75812.jpg,Normal,120.72,136.43,142.13,-10.65,Type_V
75888.jpg,Normal,42.89,138.8,142.26,-66.74,Type_VI
75914.jpg,Normal,58.26,128.0,128.0,-90.0,Type_VI
75918.jpg,Normal,53.33,140.33,142.82,-63.0,Type_VI
75927.jpg,Normal,124.83,142.01,147.84,-3.02,Type_V
76018.jpg,Normal,96.99,150.85,156.62,-22.69,Type_V
7603.jpg,Normal,179.99,144.5,150.99,41.85,Type_II
76034.jpg,Normal,97.13,139.66,139.22,-46.7,Type_VI
76039.jpg,Normal,136.29,151.23,149.66,9.05,Type_V
76167.jpg,Normal,136.29,122.01,173.16,4.36,Type_V
7617.jpg,Normal,122.73,150.41,146.1,-5.9,Type_V
76178.jpg,Normal,107.93,147.27,140.97,-30.61,Type_VI
76180.jpg,Normal,145.39,144.97,134.67,46.43,Type_II
76273.jpg,Normal,149.61,154.97,156.06,17.17,Type_IV
76275.jpg,Normal,83.82,142.26,153.88,-33.5,Type_VI
76279.jpg,Normal,99.97,141.3,138.8,-44.99,Type_VI
76281.jpg,Normal,91.34,138.69,130.5,-80.01,Type_VI
7629.jpg,Normal,112.0,145.19,145.21,-19.45,Type_V
76293.jpg,Normal,88.47,143.12,126.01,82.59,Type_I
76294.jpg,Normal,103.18,128.64,137.5,-45.1,Type_VI
76409.jpg,Normal,145.15,145.13,153.14,15.39,Type_IV
7641.jpg,Normal,160.56,137.41,114.71,-44.3,Type_VI
76410.jpg,Normal,102.36,137.79,122.19,59.47,Type_I
76422.jpg,Normal,116.24,146.43,136.6,-27.19,Type_V
76426.jpg,Normal,74.34,137.35,142.31,-55.52,Type_VI
76428.jpg,Normal,73.16,135.7,131.37,-81.02,Type_VI
76429.jpg,Normal,155.9,145.71,145.72,32.14,Type_III
7643.jpg,Normal,199.19,131.69,140.65,65.77,Type_I
76435.jpg,Normal,193.91,140.75,159.68,39.42,Type_III
76436.jpg,Normal,98.1,156.39,162.19,-18.63,Type_V
76437.jpg,Normal,103.66,128.0,128.0,-90.0,Type_VI
76439.jpg,Normal,89.55,145.43,139.22,-53.0,Type_VI
76516.jpg,Normal,105.57,143.11,141.9,-31.75,Type_VI
76524.jpg,Normal,103.69,142.17,147.15,-26.0,Type_V
76525.jpg,Normal,99.48,148.62,150.31,-26.22,Type_V
76531.jpg,Normal,99.68,142.88,147.46,-29.27,Type_V
76533.jpg,Normal,156.92,143.19,164.38,17.6,Type_IV
76534.jpg,Normal,161.75,142.18,144.0,40.01,Type_III
76539.jpg,Normal,181.25,146.72,159.17,34.07,Type_III
76609.jpg,Normal,104.92,150.9,146.16,-26.0,Type_V
7661.jpg,Normal,181.2,142.03,140.5,59.32,Type_I
76611.jpg,Normal,129.31,129.18,138.35,3.92,Type_V
76616.jpg,Normal,98.89,143.48,156.15,-21.73,Type_V
76619.jpg,Normal,97.7,149.76,152.32,-25.67,Type_V
7662.jpg,Normal,122.16,112.36,128.13,-86.52,Type_VI
76625.jpg,Normal,107.29,142.6,139.98,-33.49,Type_VI
76626.jpg,Normal,167.78,140.89,144.09,44.48,Type_II
76629.jpg,Normal,111.76,156.99,139.75,-27.7,Type_V
7663.jpg,Normal,228.25,132.28,137.15,76.97,Type_I
76631.jpg,Normal,137.76,144.47,145.54,12.92,Type_IV
76711.jpg,Normal,101.24,145.59,144.35,-32.2,Type_VI
76718.jpg,Normal,231.36,128.66,149.26,62.43,Type_I
76724.jpg,Normal,90.15,137.64,120.64,63.33,Type_I
76727.jpg,Normal,166.79,144.58,145.79,40.89,Type_III
7673.jpg,Normal,123.26,128.0,128.0,-90.0,Type_VI
76735.jpg,Normal,125.15,154.35,158.42,-1.74,Type_V
76813.jpg,Normal,79.64,137.15,135.18,-69.07,Type_VI
76816.jpg,Normal,98.85,140.14,151.36,-25.69,Type_V
76822.jpg,Normal,132.71,156.65,158.02,3.89,Type_V
76823.jpg,Normal,137.59,147.34,158.22,7.46,Type_V
76827.jpg,Normal,117.93,153.85,160.94,-6.5,Type_V
76830.jpg,Normal,111.79,136.95,138.71,-29.92,Type_V
76836.jpg,Normal,113.37,141.48,144.05,-19.05,Type_V
76944.jpg,Normal,47.35,137.5,139.47,-69.96,Type_VI
76945.jpg,Normal,117.4,143.1,143.25,-14.57,Type_V
76949.jpg,Normal,117.47,138.07,139.38,-19.07,Type_V
76950.jpg,Normal,125.12,144.16,157.75,-1.79,Type_V
76955.jpg,Normal,174.99,139.98,145.1,47.45,Type_II
76961.jpg,Normal,109.13,146.23,148.44,-19.41,Type_V
76962.jpg,Normal,91.02,139.99,140.48,-48.9,Type_VI
76969.jpg,Normal,43.13,138.5,137.06,-74.69,Type_VI
76970.jpg,Normal,41.64,137.35,135.09,-78.11,Type_VI
76972.jpg,Normal,87.57,133.45,136.68,-61.01,Type_VI
77095.jpg,Normal,123.63,135.71,141.96,-6.2,Type_V
7710.jpg,Normal,123.08,128.0,128.0,-90.0,Type_VI
77175.jpg,Normal,110.38,140.08,144.94,-21.62,Type_V
77177.jpg,Normal,44.4,134.98,145.97,-61.12,Type_VI
77182.jpg,Normal,181.21,141.59,141.21,57.9,Type_I
77185.jpg,Normal,135.89,149.01,149.31,8.77,Type_V
7719.jpg,Normal,95.86,153.22,161.89,-20.11,Type_V
77270.jpg,Normal,160.53,152.29,165.95,18.85,Type_IV
77276.jpg,Normal,94.64,147.31,141.4,-43.89,Type_VI
77285.jpg,Normal,151.15,138.83,136.55,47.31,Type_II
77287.jpg,Normal,138.08,166.47,165.98,6.23,Type_V
77445.jpg,Normal,142.22,138.58,143.83,20.04,Type_IV
77448.jpg,Normal,163.87,151.7,164.77,21.2,Type_IV
77449.jpg,Normal,111.35,142.59,145.81,-19.57,Type_V
77467.jpg,Normal,135.73,146.98,153.05,7.35,Type_V
77564.jpg,Normal,96.51,156.36,160.3,-20.62,Type_V
77565.jpg,Normal,161.79,136.59,133.57,67.52,Type_I
77575.jpg,Normal,169.63,139.55,142.05,49.63,Type_II
77577.jpg,Normal,51.01,139.81,142.68,-63.92,Type_VI
7765.jpg,Normal,145.89,149.34,150.67,17.65,Type_IV
77656.jpg,Normal,69.17,133.25,143.92,-55.16,Type_VI
77762.jpg,Normal,90.11,149.72,140.03,-50.64,Type_VI
77771.jpg,Normal,58.49,144.45,150.99,-49.65,Type_VI
77887.jpg,Normal,93.84,152.97,151.24,-29.6,Type_V
7789.jpg,Normal,109.72,141.33,140.63,-28.91,Type_V
77894.jpg,Normal,98.48,145.47,148.14,-29.47,Type_V
77980.jpg,Normal,150.66,145.74,145.49,27.45,Type_IV
77986.jpg,Normal,111.3,156.82,161.48,-10.75,Type_V
77988.jpg,Normal,181.13,126.34,127.89,-89.7,Type_VI
78057.jpg,Normal,99.22,152.37,151.19,-25.56,Type_V
78066.jpg,Normal,179.91,146.27,151.46,41.22,Type_II
78074.jpg,Normal,157.93,138.44,125.69,-79.02,Type_VI
78156.jpg,Normal,42.21,134.19,129.76,-87.0,Type_VI
78163.jpg,Normal,113.22,141.48,142.2,-21.52,Type_V
78166.jpg,Normal,115.66,137.62,140.2,-20.83,Type_V
78167.jpg,Normal,113.09,143.96,146.41,-17.06,Type_V
78241.jpg,Normal,150.85,150.31,147.51,25.15,Type_IV
78254.jpg,Normal,31.13,142.71,134.06,-80.89,Type_VI
78255.jpg,Normal,132.99,141.76,137.94,12.21,Type_IV
78391.jpg,Normal,84.58,140.42,137.7,-60.04,Type_VI
78395.jpg,Normal,147.29,153.54,152.79,17.39,Type_IV
78399.jpg,Normal,217.97,124.81,150.27,57.88,Type_I
78400.jpg,Normal,181.7,126.02,129.35,86.37,Type_I
78569.jpg,Normal,151.28,149.85,161.07,15.75,Type_IV
78574.jpg,Normal,103.61,140.88,131.89,-67.46,Type_VI
78577.jpg,Normal,67.47,145.95,148.58,-48.84,Type_VI
78725.jpg,Normal,118.56,144.67,149.37,-9.32,Type_V
78734.jpg,Normal,125.54,149.04,142.19,-3.09,Type_V
78738.jpg,Normal,171.35,127.09,130.81,80.71,Type_I
78739.jpg,Normal,111.55,171.58,168.66,-8.75,Type_V
78868.jpg,Normal,174.91,138.65,138.28,61.07,Type_I
78877.jpg,Normal,149.4,137.91,139.8,36.05,Type_III
78878.jpg,Normal,158.41,141.3,145.63,34.51,Type_III
78879.jpg,Normal,102.88,137.99,138.1,-43.7,Type_VI
78880.jpg,Normal,159.03,134.58,144.95,36.11,Type_III
78885.jpg,Normal,166.95,141.03,138.28,56.39,Type_I
78984.jpg,Normal,88.71,142.26,135.23,-64.57,Type_VI
78986.jpg,Normal,186.05,150.24,155.0,40.38,Type_III
78987.jpg,Normal,111.54,153.94,147.42,-17.86,Type_V
78990.jpg,Normal,77.91,140.36,142.57,-53.16,Type_VI
78992.jpg,Normal,175.15,141.63,142.25,52.67,Type_II
78996.jpg,Normal,169.61,150.52,153.51,32.92,Type_III
79076.jpg,Normal,127.43,143.76,153.93,-0.06,Type_V
79077.jpg,Normal,124.07,136.24,140.12,-6.34,Type_V
79081.jpg,Normal,57.39,142.4,137.08,-71.72,Type_VI
79087.jpg,Normal,153.53,141.27,140.4,39.45,Type_III
79088.jpg,Normal,190.28,146.33,138.47,66.96,Type_I
79184.jpg,Normal,173.93,137.59,141.62,53.21,Type_II
79185.jpg,Normal,140.05,146.72,148.04,13.8,Type_IV
79188.jpg,Normal,136.22,157.54,160.16,6.07,Type_V
79189.jpg,Normal,152.69,146.69,145.14,29.95,Type_III
79191.jpg,Normal,64.15,141.17,144.13,-57.0,Type_VI
79192.jpg,Normal,160.61,134.29,145.0,37.37,Type_III
79197.jpg,Normal,124.93,127.19,150.44,-2.57,Type_V
79200.jpg,Normal,117.48,136.6,140.72,-17.16,Type_V
79270.jpg,Normal,99.42,137.22,135.43,-56.0,Type_VI
79360.jpg,Normal,105.87,137.71,130.85,-71.42,Type_VI
79363.jpg,Normal,60.25,138.72,144.85,-57.43,Type_VI
79369.jpg,Normal,94.2,149.31,153.71,-26.93,Type_V
7937.jpg,Normal,109.41,142.84,160.46,-12.33,Type_V
79371.jpg,Normal,27.82,134.85,132.6,-83.28,Type_VI
79374.jpg,Normal,91.91,155.75,120.77,62.61,Type_I
79375.jpg,Normal,171.12,148.34,134.62,68.84,Type_I
79376.jpg,Normal,85.04,139.1,146.25,-42.38,Type_VI
79378.jpg,Normal,69.45,147.72,148.2,-48.42,Type_VI
7938.jpg,Normal,158.71,150.24,159.77,21.07,Type_IV
79387.jpg,Normal,110.69,152.6,149.38,-17.14,Type_V
79390.jpg,Normal,102.05,150.0,149.93,-24.47,Type_V
79391.jpg,Normal,186.56,128.0,128.0,90.0,Type_I
79511.jpg,Normal,132.8,150.92,154.87,4.42,Type_V
79514.jpg,Normal,167.44,146.76,172.68,19.32,Type_IV
79519.jpg,Normal,152.3,144.39,155.8,19.28,Type_IV
79520.jpg,Normal,113.08,141.07,133.93,-43.63,Type_VI
79631.jpg,Normal,82.68,142.01,144.16,-47.4,Type_VI
79664.jpg,Normal,130.16,142.77,130.1,26.43,Type_IV
79667.jpg,Normal,208.22,120.16,130.01,86.36,Type_I
79669.jpg,Normal,85.41,135.74,138.92,-56.51,Type_VI
79670.jpg,Normal,57.68,146.1,148.66,-52.96,Type_VI
79675.jpg,Normal,108.26,145.93,155.35,-15.42,Type_V
79677.jpg,Normal,94.1,149.81,153.84,-26.89,Type_V
79680.jpg,Normal,151.14,145.27,142.51,32.57,Type_III
79685.jpg,Normal,185.95,138.2,125.48,-83.73,Type_VI
79687.jpg,Normal,143.97,141.99,132.97,52.4,Type_II
79689.jpg,Normal,198.54,141.12,146.74,56.08,Type_I
79783.jpg,Normal,109.1,146.94,155.94,-14.48,Type_V
79789.jpg,Normal,38.02,133.01,133.56,-81.0,Type_VI
79799.jpg,Normal,91.53,135.61,132.57,-72.04,Type_VI
79895.jpg,Normal,79.48,137.76,135.29,-68.85,Type_VI
79938.jpg,Normal,155.33,154.25,156.27,21.11,Type_IV
79940.jpg,Normal,69.23,139.88,124.53,81.36,Type_I
79942.jpg,Normal,215.07,140.31,146.22,62.05,Type_I
79946.jpg,Normal,152.79,145.99,152.66,21.91,Type_IV
79947.jpg,Normal,62.96,141.3,144.77,-56.47,Type_VI
79951.jpg,Normal,99.45,148.28,150.14,-26.42,Type_V
79953.jpg,Normal,155.22,149.01,145.8,31.42,Type_III
80087.jpg,Normal,124.55,151.9,138.7,-6.18,Type_V
80093.jpg,Normal,150.28,150.26,167.06,12.88,Type_IV
80094.jpg,Normal,145.64,140.83,140.11,30.43,Type_III
80095.jpg,Normal,175.67,139.21,150.14,40.47,Type_III
80097.jpg,Normal,134.28,147.66,157.21,5.2,Type_V
801.jpg,Normal,100.12,147.58,147.66,-28.64,Type_V
80140.jpg,Normal,124.69,145.97,149.18,-2.98,Type_V
8015.jpg,Normal,142.25,136.56,151.6,13.77,Type_IV
80155.jpg,Normal,109.77,128.0,128.0,-90.0,Type_VI
80156.jpg,Normal,84.17,171.49,168.71,-22.65,Type_V
80159.jpg,Normal,53.31,133.36,144.58,-60.32,Type_VI
80160.jpg,Normal,150.9,134.2,140.94,35.35,Type_III
80242.jpg,Normal,155.62,150.02,138.47,46.5,Type_II
80243.jpg,Normal,194.52,137.6,172.31,30.68,Type_III
8025.jpg,Normal,167.39,141.99,143.04,46.13,Type_II
80252.jpg,Normal,129.23,147.72,147.9,1.95,Type_V
8026.jpg,Normal,109.94,132.8,142.39,-25.58,Type_V
80264.jpg,Normal,96.12,144.93,139.13,-47.87,Type_VI
80267.jpg,Normal,153.49,139.6,142.01,36.03,Type_III
80328.jpg,Normal,45.74,134.44,134.0,-79.41,Type_VI
80336.jpg,Normal,180.23,159.43,153.46,39.09,Type_III
80337.jpg,Normal,87.39,141.6,146.02,-41.12,Type_VI
80342.jpg,Normal,96.91,138.13,144.67,-35.73,Type_VI
80347.jpg,Normal,150.4,142.53,143.7,29.77,Type_III
80348.jpg,Normal,176.29,152.67,163.51,28.32,Type_III
80350.jpg,Normal,135.59,142.36,136.8,19.84,Type_IV
80352.jpg,Normal,151.74,150.53,132.42,65.03,Type_I
80354.jpg,Normal,157.95,134.38,135.14,59.12,Type_I
80451.jpg,Normal,132.23,133.04,145.28,6.13,Type_V
80455.jpg,Normal,79.69,146.94,151.91,-38.1,Type_VI
80470.jpg,Normal,64.08,128.0,128.0,-90.0,Type_VI
80472.jpg,Normal,195.65,145.36,140.97,64.12,Type_I
8056.jpg,Normal,95.89,142.38,146.2,-34.26,Type_VI
80564.jpg,Normal,181.25,129.61,131.98,79.31,Type_I
80572.jpg,Normal,68.36,140.14,141.6,-59.62,Type_VI
80673.jpg,Normal,116.61,141.79,147.74,-12.2,Type_V
80674.jpg,Normal,107.95,145.32,129.13,-81.58,Type_VI
80677.jpg,Normal,136.93,144.59,140.72,16.22,Type_IV
80685.jpg,Normal,111.07,145.28,155.33,-13.27,Type_V
80686.jpg,Normal,70.88,137.49,145.76,-51.34,Type_VI
80687.jpg,Normal,85.61,145.43,144.72,-44.5,Type_VI
80691.jpg,Normal,113.17,143.22,138.62,-27.88,Type_V
808.jpg,Normal,132.25,140.86,143.25,6.96,Type_V
80800.jpg,Normal,38.02,136.36,142.38,-67.72,Type_VI
80802.jpg,Normal,112.32,145.13,140.84,-24.88,Type_V
80811.jpg,Normal,136.39,142.37,139.32,17.11,Type_IV
80814.jpg,Normal,142.8,147.52,156.31,11.97,Type_IV
80818.jpg,Normal,82.2,127.91,129.91,-83.87,Type_VI
80899.jpg,Normal,86.92,135.81,138.23,-57.27,Type_VI
80904.jpg,Normal,97.29,146.2,146.3,-32.91,Type_VI
80913.jpg,Normal,128.5,136.82,157.08,0.77,Type_V
8097.jpg,Normal,125.88,135.88,135.89,-4.6,Type_V
80976.jpg,Normal,137.43,142.47,134.53,30.8,Type_III
80979.jpg,Normal,148.37,143.02,145.83,24.66,Type_IV
80983.jpg,Normal,131.06,144.95,143.33,5.21,Type_V
80992.jpg,Normal,138.88,137.64,135.57,30.53,Type_III
81092.jpg,Normal,107.33,153.74,148.94,-20.69,Type_V
81093.jpg,Normal,177.35,143.37,149.75,41.95,Type_II
81097.jpg,Normal,178.73,144.64,144.43,50.72,Type_II
81107.jpg,Normal,108.33,144.2,150.51,-18.47,Type_V
81108.jpg,Normal,123.39,138.77,149.01,-4.38,Type_V
81109.jpg,Normal,82.34,147.25,150.87,-37.75,Type_VI
81111.jpg,Normal,83.56,137.73,140.45,-54.16,Type_VI
81250.jpg,Normal,118.36,141.01,159.11,-6.57,Type_V
81252.jpg,Normal,151.37,146.27,147.23,25.96,Type_IV
81255.jpg,Normal,102.54,147.18,145.99,-28.55,Type_V
81261.jpg,Normal,120.72,138.88,142.56,-10.36,Type_V
81319.jpg,Normal,140.16,142.77,129.88,69.24,Type_I
8132.jpg,Normal,109.24,145.85,147.58,-20.09,Type_V
81323.jpg,Normal,94.56,144.97,153.38,-26.98,Type_V
81329.jpg,Normal,213.99,140.31,142.63,66.67,Type_I
81333.jpg,Normal,91.19,168.36,127.5,88.01,Type_I
8134.jpg,Normal,91.46,128.26,133.11,-70.11,Type_VI
81342.jpg,Normal,138.01,135.62,131.68,48.23,Type_II
81412.jpg,Normal,100.04,137.65,133.32,-63.73,Type_VI
81418.jpg,Normal,96.55,146.59,150.66,-28.18,Type_V
81420.jpg,Normal,88.7,128.0,128.0,-90.0,Type_VI
81423.jpg,Normal,75.29,138.52,144.01,-51.97,Type_VI
81437.jpg,Normal,89.18,138.51,137.34,-58.15,Type_VI
81513.jpg,Normal,177.33,140.39,142.13,54.13,Type_II
8152.jpg,Normal,176.35,129.24,158.29,32.31,Type_III
81520.jpg,Normal,125.99,136.5,140.35,-2.74,Type_V
81521.jpg,Normal,110.6,150.92,145.56,-20.68,Type_V
81525.jpg,Normal,156.54,141.25,148.98,28.49,Type_III
81527.jpg,Normal,119.94,145.98,150.03,-7.66,Type_V
81533.jpg,Normal,117.07,130.56,155.14,-8.57,Type_V
81536.jpg,Normal,88.78,142.92,137.22,-58.74,Type_VI
81602.jpg,Normal,175.42,146.04,133.55,73.54,Type_I
81603.jpg,Normal,142.49,160.89,146.67,17.47,Type_IV
81604.jpg,Normal,55.56,143.76,136.72,-72.82,Type_VI
81606.jpg,Normal,61.96,144.75,148.1,-51.97,Type_VI
81607.jpg,Normal,132.69,155.1,155.44,4.24,Type_V
8161.jpg,Normal,71.89,134.0,140.07,-61.03,Type_VI
81612.jpg,Normal,124.02,146.61,139.06,-7.04,Type_V
81615.jpg,Normal,176.83,150.66,165.83,27.08,Type_IV
81623.jpg,Normal,149.71,144.78,149.21,22.33,Type_IV
81631.jpg,Normal,110.01,141.47,134.22,-47.78,Type_VI
81636.jpg,Normal,133.99,128.0,128.0,90.0,Type_I
81714.jpg,Normal,159.53,143.9,137.89,51.79,Type_II
8172.jpg,Normal,150.69,151.43,154.73,18.79,Type_IV
81729.jpg,Normal,130.11,140.19,143.95,3.68,Type_V
81853.jpg,Normal,74.02,145.81,148.28,-45.96,Type_VI
81857.jpg,Normal,119.61,144.13,149.1,-8.34,Type_V
81862.jpg,Normal,96.14,139.41,145.2,-35.56,Type_VI
81868.jpg,Normal,69.31,136.33,144.07,-54.84,Type_VI
81869.jpg,Normal,73.31,143.94,142.61,-55.48,Type_VI
81871.jpg,Normal,184.02,142.91,145.71,51.37,Type_II
8188.jpg,Normal,117.57,129.2,130.68,-55.5,Type_VI
81951.jpg,Normal,81.53,143.57,147.77,-42.36,Type_VI
81966.jpg,Normal,58.93,134.53,133.59,-78.26,Type_VI
82092.jpg,Normal,172.3,148.27,139.74,56.25,Type_I
82098.jpg,Normal,163.14,143.58,144.05,41.04,Type_II
821.jpg,Normal,92.93,147.57,149.37,-32.38,Type_VI
82100.jpg,Normal,83.88,143.5,150.18,-37.64,Type_VI
82109.jpg,Normal,165.7,146.41,149.43,34.95,Type_III
82111.jpg,Normal,56.33,135.84,137.35,-71.49,Type_VI
82112.jpg,Normal,136.67,135.62,131.56,45.31,Type_II
82113.jpg,Normal,130.98,149.63,160.08,2.43,Type_V
82225.jpg,Normal,85.35,128.0,128.0,-90.0,Type_VI
82234.jpg,Normal,115.79,142.15,145.22,-14.93,Type_V
82301.jpg,Normal,78.69,141.82,131.64,-79.23,Type_VI
82303.jpg,Normal,190.68,145.0,141.34,61.69,Type_I
82306.jpg,Normal,84.03,137.33,137.12,-61.84,Type_VI
82312.jpg,Normal,164.49,139.33,133.73,68.44,Type_I
82315.jpg,Normal,118.56,148.64,145.93,-11.07,Type_V
82316.jpg,Normal,50.36,136.12,141.31,-66.25,Type_VI
82399.jpg,Normal,45.52,144.92,138.61,-71.74,Type_VI
82406.jpg,Normal,106.44,139.76,144.41,-26.71,Type_V
82407.jpg,Normal,127.49,144.4,149.83,-0.01,Type_V
8241.jpg,Normal,145.4,140.08,133.33,52.79,Type_II
82411.jpg,Normal,67.85,138.47,138.94,-64.95,Type_VI
82422.jpg,Normal,34.33,141.53,142.94,-67.76,Type_VI
82426.jpg,Normal,204.51,137.77,141.18,66.43,Type_I
82575.jpg,Normal,165.99,145.26,145.16,41.33,Type_II
82582.jpg,Normal,191.64,144.2,146.33,53.92,Type_II
82599.jpg,Normal,139.12,128.0,128.0,90.0,Type_I
826.jpg,Normal,121.42,141.91,151.7,-5.75,Type_V
82649.jpg,Normal,36.44,146.49,142.59,-67.77,Type_VI
8273.jpg,Normal,165.65,150.05,145.04,41.29,Type_II
82737.jpg,Normal,168.11,154.44,155.31,30.25,Type_III
82738.jpg,Normal,166.99,141.75,126.46,-84.31,Type_VI
82871.jpg,Normal,140.48,151.81,156.42,10.16,Type_IV
82873.jpg,Normal,57.89,140.48,137.07,-71.62,Type_VI
83028.jpg,Normal,105.2,140.44,143.64,-29.21,Type_V
83029.jpg,Normal,125.01,137.9,143.18,-3.69,Type_V
8303.jpg,Normal,56.03,137.75,138.77,-68.99,Type_VI
83040.jpg,Normal,151.33,144.85,142.36,33.06,Type_III
83042.jpg,Normal,128.26,128.0,128.0,90.0,Type_I
8305.jpg,Normal,197.44,142.3,144.95,58.29,Type_I
83159.jpg,Normal,172.35,143.6,152.75,35.4,Type_III
83162.jpg,Normal,127.32,167.08,123.89,0.97,Type_V
83164.jpg,Normal,56.67,139.77,145.21,-58.23,Type_VI
83182.jpg,Normal,90.56,134.82,138.69,-53.57,Type_VI
83185.jpg,Normal,107.24,139.72,154.34,-16.78,Type_V
83286.jpg,Normal,105.23,147.81,147.62,-24.0,Type_V
83294.jpg,Normal,37.23,130.04,131.72,-84.01,Type_VI
83299.jpg,Normal,197.83,144.23,148.22,53.75,Type_II
83302.jpg,Normal,97.74,145.06,143.1,-37.7,Type_VI
83305.jpg,Normal,147.41,140.43,146.02,23.42,Type_IV
83312.jpg,Normal,140.38,137.71,152.75,11.54,Type_IV
83315.jpg,Normal,136.88,159.3,152.84,8.42,Type_V
83424.jpg,Normal,143.56,142.36,146.74,18.58,Type_IV
83432.jpg,Normal,148.73,145.05,142.95,29.11,Type_III
8344.jpg,Normal,72.59,139.84,138.92,-63.1,Type_VI
83494.jpg,Normal,138.67,158.94,146.56,13.28,Type_IV
83496.jpg,Normal,92.89,154.55,152.72,-28.76,Type_V
83501.jpg,Normal,193.66,141.11,141.84,61.93,Type_I
83508.jpg,Normal,192.49,141.5,137.94,68.69,Type_I
83627.jpg,Normal,153.64,139.09,140.66,38.99,Type_III
83635.jpg,Normal,135.73,150.0,160.47,5.68,Type_V
8371.jpg,Normal,121.13,136.93,144.24,-8.74,Type_V
83795.jpg,Normal,144.43,145.9,144.31,22.15,Type_IV
83796.jpg,Normal,102.13,144.7,145.73,-29.3,Type_V
83799.jpg,Normal,108.21,152.59,154.15,-16.13,Type_V
83804.jpg,Normal,165.47,155.71,162.11,23.58,Type_IV
83810.jpg,Normal,130.95,144.03,151.17,3.34,Type_V
83816.jpg,Normal,107.5,153.72,145.28,-24.42,Type_V
83897.jpg,Normal,124.86,133.15,142.25,-4.16,Type_V
83898.jpg,Normal,61.42,147.35,126.33,86.32,Type_I
8390.jpg,Normal,138.45,137.93,127.67,-85.64,Type_VI
83900.jpg,Normal,145.51,150.53,162.91,11.44,Type_IV
83901.jpg,Normal,214.44,140.67,148.29,59.24,Type_I
83905.jpg,Normal,174.98,137.49,162.77,28.17,Type_III
83906.jpg,Normal,126.28,141.83,139.94,-2.29,Type_V
83908.jpg,Normal,116.28,142.45,148.46,-12.14,Type_V
8391.jpg,Normal,137.55,152.03,164.98,6.08,Type_V
84042.jpg,Normal,170.88,147.76,144.89,45.2,Type_II
84070.jpg,Normal,120.98,144.27,147.97,-7.3,Type_V
84074.jpg,Normal,109.4,149.59,158.35,-13.16,Type_V
84079.jpg,Normal,242.95,122.93,146.73,67.53,Type_I
84081.jpg,Normal,58.76,140.31,147.42,-54.23,Type_VI
84082.jpg,Normal,53.41,136.87,134.49,-77.4,Type_VI
84083.jpg,Normal,190.2,135.69,136.71,70.49,Type_I
84142.jpg,Normal,81.07,143.16,145.72,-45.78,Type_VI
84149.jpg,Normal,85.2,139.78,138.07,-58.75,Type_VI
8415.jpg,Normal,162.61,146.57,138.34,53.1,Type_II
84150.jpg,Normal,194.37,141.83,152.92,46.46,Type_II
84216.jpg,Normal,133.61,150.98,158.94,4.43,Type_V
